学科门类代码,学科门类,专业类代码,专业类,专业代码,专业名称,是否特设专业,是否国家控制布点专业,特殊标识,学位授予说明
13,艺术学,1303,戏剧与影视学类,130313,戏剧教育,T,,T,
13,艺术学,1303,戏剧与影视学类,130314,曲艺,T,K,TK,
13,艺术学,1303,戏剧与影视学类,130315,音乐剧,T,K,TK,
13,艺术学,1303,戏剧与影视学类,130316,数字戏剧,T,,T,
13,艺术学,1303,戏剧与影视学类,130317,数字演艺设计,T,,T,
13,艺术学,1303,戏剧与影视学类,130318,智能影像艺术,T,,T,
13,艺术学,1304,美术学类,130401,美术学,,,,
13,艺术学,1304,美术学类,130402,绘画,,,,
13,艺术学,1304,美术学类,130403,雕塑,,,,
13,艺术学,1304,美术学类,130404,摄影,,,,
13,艺术学,1304,美术学类,130405,书法学,T,,T,
13,艺术学,1304,美术学类,130406,中国画,T,,T,
13,艺术学,1304,美术学类,130407,实验艺术,T,K,TK,
13,艺术学,1304,美术学类,130408,跨媒体艺术,T,K,TK,
13,艺术学,1304,美术学类,130409,文物保护与修复,T,,T,
13,艺术学,1304,美术学类,130410,漫画,T,,T,
13,艺术学,1304,美术学类,130411,纤维艺术,T,,T,
13,艺术学,1304,美术学类,130412,科技艺术,T,K,TK,
13,艺术学,1304,美术学类,130413,美术教育,T,K,TK,
13,艺术学,1304,美术学类,130414,虚拟空间艺术,T,,T,
13,艺术学,1305,设计学类,130501,艺术设计学,,,,
13,艺术学,1305,设计学类,130502,视觉传达设计,,,,
13,艺术学,1305,设计学类,130503,环境设计,,,,
13,艺术学,1305,设计学类,130504,产品设计,,,,
13,艺术学,1305,设计学类,130505,服装与服饰设计,,,,
13,艺术学,1305,设计学类,130506,公共艺术,,,,
13,艺术学,1305,设计学类,130507,工艺美术,,,,
13,艺术学,1305,设计学类,130508,数字媒体艺术,,,,
13,艺术学,1305,设计学类,130509,艺术与科技,T,,T,
13,艺术学,1305,设计学类,130510,陶瓷艺术设计,T,K,TK,
13,艺术学,1305,设计学类,130511,新媒体艺术,T,,T,
13,艺术学,1305,设计学类,130512,包装设计,T,,T,
13,艺术学,1305,设计学类,130513,珠宝首饰设计与工艺,T,K,TK,
13,艺术学,1305,设计学类,130514,人居设计,T,,T,
13,艺术学,1305,设计学类,130515,游戏艺术设计,T,K,TK,
